img_path,true_class,top_n预测正确,top-1-predicted-class,top-1-probs,top-2-predicted-class,top-2-probs,top-3-predicted-class,top-3-probs,class_云南省_prob,class_广西省_prob,class_未知_prob,class_浙江省_prob,class_贵州省_prob,class_陕西省_prob
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2346.png,贵州省,1,陕西省,0.69484,贵州省,0.30398,云南省,0.00118,0.00118,0.0,0.0,0.0,0.30398,0.69484
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2355.png,贵州省,1,贵州省,0.99976,云南省,0.00024,广西省,0.0,0.00024,0.0,0.0,0.0,0.99976,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2358.png,贵州省,1,贵州省,0.99925,云南省,0.00073,广西省,1e-05,0.00073,1e-05,0.0,1e-05,0.99925,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2360.png,贵州省,1,贵州省,0.99573,云南省,0.00417,陕西省,0.0001,0.00417,0.0,0.0,0.0,0.99573,0.0001
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2361.png,贵州省,1,贵州省,0.9906,云南省,0.00803,广西省,0.00075,0.00803,0.00075,0.0,1e-05,0.9906,0.00061
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2367.png,贵州省,1,贵州省,0.99997,广西省,2e-05,云南省,1e-05,1e-05,2e-05,0.0,0.0,0.99997,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2369.png,贵州省,1,贵州省,0.74563,云南省,0.22748,陕西省,0.02262,0.22748,0.00426,0.0,0.0,0.74563,0.02262
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2378.png,贵州省,1,贵州省,0.99998,陕西省,1e-05,云南省,0.0,0.0,0.0,0.0,0.0,0.99998,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\238.png,云南省,1,云南省,0.82531,陕西省,0.1731,广西省,0.00158,0.82531,0.00158,0.0,0.0,0.0,0.1731
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2384.png,陕西省,1,陕西省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2387.png,陕西省,1,陕西省,0.99984,广西省,0.00015,云南省,0.0,0.0,0.00015,0.0,0.0,0.0,0.99984
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2395.png,陕西省,1,陕西省,0.99997,云南省,2e-05,浙江省,1e-05,2e-05,0.0,0.0,1e-05,0.0,0.99997
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2404.png,陕西省,1,陕西省,0.99357,贵州省,0.00522,云南省,0.00113,0.00113,4e-05,0.0,4e-05,0.00522,0.99357
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2406.png,陕西省,1,陕西省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\241.png,云南省,0,广西省,0.64877,贵州省,0.3033,浙江省,0.02571,0.0222,0.64877,0.0,0.02571,0.3033,2e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2412.png,陕西省,1,陕西省,0.99977,云南省,0.00022,广西省,1e-05,0.00022,1e-05,0.0,0.0,0.0,0.99977
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2415.png,陕西省,1,陕西省,0.99724,广西省,0.00243,浙江省,0.00024,8e-05,0.00243,1e-05,0.00024,0.0,0.99724
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2416.png,陕西省,1,陕西省,0.99661,云南省,0.00303,广西省,0.0003,0.00303,0.0003,0.0,2e-05,3e-05,0.99661
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2417.png,陕西省,1,陕西省,0.99852,云南省,0.00146,广西省,2e-05,0.00146,2e-05,0.0,0.0,0.0,0.99852
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2423.png,陕西省,1,陕西省,0.95564,云南省,0.04302,广西省,0.00132,0.04302,0.00132,0.0,0.0,1e-05,0.95564
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2428.png,陕西省,1,陕西省,0.99995,云南省,3e-05,浙江省,2e-05,3e-05,1e-05,0.0,2e-05,0.0,0.99995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\243.png,云南省,1,云南省,0.99585,陕西省,0.00393,浙江省,0.00012,0.99585,9e-05,0.0,0.00012,0.0,0.00393
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2442.png,陕西省,1,陕西省,0.99999,云南省,1e-05,广西省,0.0,1e-05,0.0,0.0,0.0,0.0,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2443.png,陕西省,1,陕西省,0.99897,云南省,0.00102,广西省,1e-05,0.00102,1e-05,0.0,0.0,0.0,0.99897
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2444.png,陕西省,1,陕西省,0.99963,云南省,0.00036,广西省,0.0,0.00036,0.0,0.0,0.0,0.0,0.99963
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2452.png,陕西省,1,陕西省,0.99803,云南省,0.00176,广西省,8e-05,0.00176,8e-05,0.0,5e-05,8e-05,0.99803
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\247.png,云南省,1,云南省,0.98734,陕西省,0.01183,广西省,0.00083,0.98734,0.00083,0.0,0.0,0.0,0.01183
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2470.png,陕西省,1,陕西省,0.98282,贵州省,0.01488,浙江省,0.00185,0.00042,2e-05,0.0,0.00185,0.01488,0.98282
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2471.png,陕西省,1,陕西省,0.93438,贵州省,0.06466,云南省,0.00079,0.00079,3e-05,0.0,0.00013,0.06466,0.93438
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2472.png,陕西省,1,陕西省,0.99973,贵州省,0.00022,云南省,5e-05,5e-05,0.0,0.0,0.0,0.00022,0.99973
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2473.png,陕西省,1,陕西省,0.99999,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2474.png,陕西省,1,陕西省,0.99509,云南省,0.0029,贵州省,0.00105,0.0029,0.00095,0.0,0.0,0.00105,0.99509
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2475.png,陕西省,1,陕西省,0.9927,广西省,0.00586,贵州省,0.00141,2e-05,0.00586,0.0,1e-05,0.00141,0.9927
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2481.png,陕西省,1,陕西省,0.99656,浙江省,0.00227,广西省,0.0011,3e-05,0.0011,0.0,0.00227,4e-05,0.99656
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2482.png,陕西省,1,陕西省,0.99915,云南省,0.00084,广西省,0.0,0.00084,0.0,0.0,0.0,0.0,0.99915
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2487.png,陕西省,1,陕西省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2489.png,陕西省,1,陕西省,0.85939,贵州省,0.14058,云南省,3e-05,3e-05,0.0,0.0,0.0,0.14058,0.85939
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\249.png,云南省,1,云南省,1.0,广西省,0.0,未知,0.0,1.0,0.0,0.0,0.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2490.png,陕西省,1,贵州省,0.88752,陕西省,0.08642,云南省,0.02593,0.02593,9e-05,0.0,4e-05,0.88752,0.08642
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2491.png,陕西省,1,陕西省,0.96085,贵州省,0.036,云南省,0.00315,0.00315,0.0,0.0,0.0,0.036,0.96085
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2492.png,陕西省,1,贵州省,0.50814,陕西省,0.49141,云南省,0.00046,0.00046,0.0,0.0,0.0,0.50814,0.49141
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2494.png,陕西省,1,陕西省,0.99122,贵州省,0.00823,广西省,0.00042,5e-05,0.00042,3e-05,5e-05,0.00823,0.99122
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2496.png,陕西省,1,陕西省,0.99987,贵州省,0.0001,云南省,3e-05,3e-05,0.0,0.0,0.0,0.0001,0.99987
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2497.png,陕西省,1,陕西省,0.99986,贵州省,0.00014,云南省,0.0,0.0,0.0,0.0,0.0,0.00014,0.99986
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2498.png,陕西省,1,贵州省,0.65672,陕西省,0.34321,云南省,4e-05,4e-05,2e-05,0.0,0.0,0.65672,0.34321
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2499.png,陕西省,1,陕西省,0.99975,贵州省,0.00025,云南省,0.0,0.0,0.0,0.0,0.0,0.00025,0.99975
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2500.png,陕西省,1,陕西省,0.99719,贵州省,0.00279,云南省,1e-05,1e-05,0.0,0.0,0.0,0.00279,0.99719
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2502.png,陕西省,1,陕西省,0.99926,云南省,0.00042,贵州省,0.00029,0.00042,2e-05,0.0,1e-05,0.00029,0.99926
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2507.png,陕西省,1,陕西省,0.99856,贵州省,0.00083,云南省,0.0006,0.0006,0.0,0.0,0.0,0.00083,0.99856
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2508.png,陕西省,1,陕西省,0.99984,贵州省,0.00016,云南省,1e-05,1e-05,0.0,0.0,0.0,0.00016,0.99984
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2511.png,陕西省,1,陕西省,0.97474,云南省,0.02282,贵州省,0.00228,0.02282,0.00014,1e-05,0.0,0.00228,0.97474
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2512.png,陕西省,1,陕西省,0.99951,云南省,0.00035,贵州省,0.00014,0.00035,0.0,0.0,0.0,0.00014,0.99951
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2519.png,陕西省,1,陕西省,0.99759,云南省,0.0019,广西省,0.00051,0.0019,0.00051,0.0,0.0,0.0,0.99759
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2521.png,陕西省,1,陕西省,0.99777,贵州省,0.00161,广西省,0.00043,0.00019,0.00043,1e-05,1e-05,0.00161,0.99777
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2527.png,陕西省,1,陕西省,0.97382,云南省,0.0234,贵州省,0.00269,0.0234,9e-05,0.0,0.0,0.00269,0.97382
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2534.png,陕西省,1,陕西省,0.97148,云南省,0.02048,贵州省,0.00797,0.02048,5e-05,0.0,2e-05,0.00797,0.97148
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2541.png,陕西省,1,陕西省,0.81787,贵州省,0.1821,云南省,4e-05,4e-05,0.0,0.0,0.0,0.1821,0.81787
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2542.png,陕西省,1,陕西省,0.99984,贵州省,6e-05,云南省,5e-05,5e-05,4e-05,0.0,1e-05,6e-05,0.99984
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2543.png,陕西省,1,陕西省,0.99994,云南省,6e-05,广西省,0.0,6e-05,0.0,0.0,0.0,0.0,0.99994
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2553.png,陕西省,1,陕西省,0.99914,贵州省,0.00069,广西省,0.00013,2e-05,0.00013,0.0,1e-05,0.00069,0.99914
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2555.png,陕西省,1,贵州省,0.61369,陕西省,0.38623,广西省,7e-05,0.0,7e-05,0.0,1e-05,0.61369,0.38623
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2567.png,陕西省,1,陕西省,0.9833,云南省,0.01339,贵州省,0.00328,0.01339,1e-05,0.0,2e-05,0.00328,0.9833
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2576.png,陕西省,1,陕西省,0.99421,广西省,0.00313,云南省,0.00229,0.00229,0.00313,0.0,0.00011,0.00026,0.99421
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2577.png,陕西省,1,陕西省,0.75635,广西省,0.23965,浙江省,0.00258,0.00034,0.23965,1e-05,0.00258,0.00106,0.75635
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2578.png,陕西省,1,陕西省,0.99638,云南省,0.0026,贵州省,0.00092,0.0026,0.0001,0.0,1e-05,0.00092,0.99638
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\258.png,云南省,1,云南省,1.0,广西省,0.0,未知,0.0,1.0,0.0,0.0,0.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2581.png,陕西省,1,陕西省,0.99998,贵州省,2e-05,云南省,0.0,0.0,0.0,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2585.png,陕西省,1,陕西省,0.99996,贵州省,4e-05,云南省,1e-05,1e-05,0.0,0.0,0.0,4e-05,0.99996
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2587.png,陕西省,1,陕西省,0.99996,云南省,4e-05,广西省,0.0,4e-05,0.0,0.0,0.0,0.0,0.99996
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2592.png,陕西省,1,陕西省,0.94121,云南省,0.05868,贵州省,9e-05,0.05868,2e-05,0.0,1e-05,9e-05,0.94121
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2594.png,陕西省,1,陕西省,0.99837,云南省,0.00163,广西省,0.0,0.00163,0.0,0.0,0.0,0.0,0.99837
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2595.png,陕西省,1,陕西省,0.99509,贵州省,0.00488,云南省,3e-05,3e-05,0.0,0.0,0.0,0.00488,0.99509
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2607.png,陕西省,1,陕西省,0.95626,云南省,0.04354,贵州省,0.00012,0.04354,8e-05,0.0,0.0,0.00012,0.95626
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2618.png,陕西省,1,陕西省,0.95815,贵州省,0.02331,云南省,0.01823,0.01823,0.00028,0.0,3e-05,0.02331,0.95815
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\263.png,云南省,1,云南省,0.99999,贵州省,1e-05,陕西省,1e-05,0.99999,0.0,0.0,0.0,1e-05,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2634.png,陕西省,1,陕西省,0.99959,云南省,0.00032,贵州省,9e-05,0.00032,1e-05,0.0,0.0,9e-05,0.99959
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2637.png,陕西省,1,陕西省,0.99115,贵州省,0.00499,云南省,0.00355,0.00355,0.00031,0.0,0.0,0.00499,0.99115
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2642.png,陕西省,1,陕西省,0.97968,贵州省,0.01596,云南省,0.00428,0.00428,8e-05,0.0,0.0,0.01596,0.97968
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2645.png,陕西省,1,陕西省,0.97221,贵州省,0.02778,云南省,0.0,0.0,0.0,0.0,0.0,0.02778,0.97221
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\265.png,云南省,1,云南省,0.99943,广西省,0.00041,浙江省,0.00016,0.99943,0.00041,0.0,0.00016,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2655.png,陕西省,1,陕西省,0.99996,云南省,2e-05,贵州省,2e-05,2e-05,0.0,0.0,0.0,2e-05,0.99996
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\266.png,云南省,1,云南省,0.99995,广西省,2e-05,浙江省,1e-05,0.99995,2e-05,0.0,1e-05,0.0,1e-05
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2662.png,陕西省,1,陕西省,0.99975,云南省,0.00021,广西省,3e-05,0.00021,3e-05,0.0,0.0,1e-05,0.99975
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2663.png,陕西省,1,陕西省,0.99964,云南省,0.00035,贵州省,1e-05,0.00035,0.0,0.0,0.0,1e-05,0.99964
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2666.png,陕西省,1,陕西省,0.99998,云南省,2e-05,广西省,0.0,2e-05,0.0,0.0,0.0,0.0,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2667.png,陕西省,1,陕西省,0.99999,云南省,1e-05,广西省,0.0,1e-05,0.0,0.0,0.0,0.0,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2668.png,陕西省,1,陕西省,0.99987,云南省,8e-05,贵州省,4e-05,8e-05,0.0,0.0,1e-05,4e-05,0.99987
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2694.png,陕西省,1,陕西省,0.99992,云南省,6e-05,贵州省,2e-05,6e-05,0.0,0.0,0.0,2e-05,0.99992
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2696.png,陕西省,1,陕西省,0.99995,云南省,4e-05,广西省,0.0,4e-05,0.0,0.0,0.0,0.0,0.99995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2701.png,陕西省,1,陕西省,0.99998,云南省,1e-05,浙江省,1e-05,1e-05,0.0,0.0,1e-05,0.0,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2708.png,陕西省,1,陕西省,0.99941,云南省,0.00046,广西省,6e-05,0.00046,6e-05,0.0,1e-05,6e-05,0.99941
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\271.png,云南省,1,云南省,0.99923,陕西省,0.00057,广西省,0.0002,0.99923,0.0002,0.0,0.0,0.0,0.00057
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2712.png,陕西省,1,陕西省,0.9941,广西省,0.00573,云南省,0.00016,0.00016,0.00573,0.0,0.0,1e-05,0.9941
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2728.png,陕西省,1,陕西省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2729.png,陕西省,1,陕西省,0.99999,云南省,1e-05,广西省,0.0,1e-05,0.0,0.0,0.0,0.0,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2730.png,陕西省,1,陕西省,0.99997,云南省,1e-05,浙江省,1e-05,1e-05,0.0,0.0,1e-05,0.0,0.99997
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2734.png,陕西省,1,陕西省,0.99992,云南省,7e-05,广西省,1e-05,7e-05,1e-05,0.0,0.0,0.0,0.99992
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2736.png,陕西省,1,陕西省,0.99835,浙江省,0.00086,云南省,0.00063,0.00063,0.00014,0.0,0.00086,2e-05,0.99835
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2749.png,陕西省,1,陕西省,0.98546,云南省,0.01008,贵州省,0.00445,0.01008,1e-05,0.0,0.0,0.00445,0.98546
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2750.png,陕西省,1,陕西省,0.96803,贵州省,0.02763,云南省,0.00395,0.00395,0.00028,0.0,0.00012,0.02763,0.96803
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2751.png,陕西省,1,陕西省,0.974,浙江省,0.02026,广西省,0.00534,0.00036,0.00534,0.0,0.02026,4e-05,0.974
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2756.png,陕西省,1,陕西省,0.99999,贵州省,1e-05,云南省,0.0,0.0,0.0,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2759.png,陕西省,1,陕西省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\276.png,云南省,1,云南省,0.99915,广西省,0.00085,贵州省,1e-05,0.99915,0.00085,0.0,0.0,1e-05,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2782.png,陕西省,1,陕西省,0.99995,云南省,3e-05,广西省,1e-05,3e-05,1e-05,0.0,0.0,0.0,0.99995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2785.png,陕西省,1,陕西省,0.99996,贵州省,4e-05,云南省,0.0,0.0,0.0,0.0,0.0,4e-05,0.99996
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\279.png,云南省,1,云南省,1.0,广西省,0.0,未知,0.0,1.0,0.0,0.0,0.0,0.0,0.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2804.png,陕西省,1,陕西省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2809.png,陕西省,1,陕西省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2810.png,陕西省,1,陕西省,0.99966,贵州省,0.00023,云南省,0.00011,0.00011,0.0,0.0,0.0,0.00023,0.99966
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2820.png,陕西省,1,陕西省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2823.png,陕西省,1,陕西省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2826.png,陕西省,1,陕西省,0.99898,贵州省,0.00102,云南省,0.0,0.0,0.0,0.0,0.0,0.00102,0.99898
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2829.png,陕西省,1,陕西省,0.99997,贵州省,2e-05,云南省,0.0,0.0,0.0,0.0,0.0,2e-05,0.99997
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2831.png,陕西省,1,陕西省,0.99949,云南省,0.00049,贵州省,2e-05,0.00049,0.0,0.0,0.0,2e-05,0.99949
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2841.png,陕西省,1,陕西省,0.99995,浙江省,4e-05,云南省,1e-05,1e-05,0.0,0.0,4e-05,0.0,0.99995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2847.png,陕西省,1,陕西省,0.99986,云南省,8e-05,广西省,4e-05,8e-05,4e-05,0.0,0.0,2e-05,0.99986
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2849.png,陕西省,1,陕西省,0.99808,贵州省,0.00168,云南省,0.00024,0.00024,0.0,0.0,0.0,0.00168,0.99808
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2861.png,陕西省,1,陕西省,0.99995,云南省,3e-05,贵州省,1e-05,3e-05,0.0,0.0,0.0,1e-05,0.99995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2864.png,陕西省,1,陕西省,0.99662,贵州省,0.00266,广西省,0.00054,1e-05,0.00054,0.0,0.00018,0.00266,0.99662
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2865.png,陕西省,1,陕西省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2887.png,陕西省,1,陕西省,0.99978,云南省,0.00022,广西省,0.0,0.00022,0.0,0.0,0.0,0.0,0.99978
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2889.png,陕西省,1,陕西省,0.99991,云南省,8e-05,贵州省,1e-05,8e-05,0.0,0.0,0.0,1e-05,0.99991
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2893.png,陕西省,1,陕西省,0.99941,云南省,0.00039,贵州省,0.00017,0.00039,2e-05,1e-05,1e-05,0.00017,0.99941
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2906.png,陕西省,1,云南省,0.94619,陕西省,0.03241,浙江省,0.02139,0.94619,0.0,0.0,0.02139,0.0,0.03241
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2907.png,陕西省,1,陕西省,0.99161,云南省,0.00834,浙江省,3e-05,0.00834,1e-05,0.0,3e-05,1e-05,0.99161
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2909.png,陕西省,1,陕西省,0.90629,贵州省,0.09291,云南省,0.0007,0.0007,1e-05,9e-05,0.0,0.09291,0.90629
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2914.png,陕西省,1,陕西省,1.0,云南省,0.0,广西省,0.0,0.0,0.0,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\2917.png,陕西省,1,陕西省,0.99999,浙江省,1e-05,云南省,0.0,0.0,0.0,0.0,1e-05,0.0,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\292.png,云南省,1,云南省,0.99954,广西省,0.00045,陕西省,1e-05,0.99954,0.00045,0.0,0.0,0.0,1e-05
