img_path,true_class,top_n预测正确,top-1-predicted-class,top-1-probs,top-2-predicted-class,top-2-probs,top-3-predicted-class,top-3-probs,class_未知_prob,class_浙江省_prob,class_非浙江_prob
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3157.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3159.png,非浙江,1,非浙江,0.99999,未知,0.0,浙江省,0.0,0.0,0.0,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\316.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3180.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3183.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3186.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3190.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3194.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3200.png,非浙江,1,非浙江,0.99991,浙江省,9e-05,未知,0.0,0.0,9e-05,0.99991
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3201.png,非浙江,1,非浙江,0.99943,浙江省,0.00057,未知,0.0,0.0,0.00057,0.99943
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3202.png,非浙江,1,非浙江,0.99662,浙江省,0.00338,未知,0.0,0.0,0.00338,0.99662
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3205.png,非浙江,1,非浙江,0.99997,浙江省,3e-05,未知,0.0,0.0,3e-05,0.99997
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3214.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3218.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3219.png,非浙江,1,非浙江,0.9998,浙江省,0.0002,未知,0.0,0.0,0.0002,0.9998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3225.png,非浙江,1,非浙江,0.99927,未知,0.00072,浙江省,1e-05,0.00072,1e-05,0.99927
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3243.png,非浙江,1,非浙江,0.99902,浙江省,0.00097,未知,1e-05,1e-05,0.00097,0.99902
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3244.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3246.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3247.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3250.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3259.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3260.png,非浙江,1,非浙江,0.99975,浙江省,0.00025,未知,0.0,0.0,0.00025,0.99975
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3263.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3266.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3269.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3272.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3276.png,非浙江,1,非浙江,0.99996,浙江省,4e-05,未知,0.0,0.0,4e-05,0.99996
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3288.png,非浙江,1,非浙江,0.99996,未知,2e-05,浙江省,1e-05,2e-05,1e-05,0.99996
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3289.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\329.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3293.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3295.png,非浙江,1,非浙江,0.99882,未知,0.00115,浙江省,2e-05,0.00115,2e-05,0.99882
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3297.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3305.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3306.png,非浙江,1,非浙江,0.84007,浙江省,0.15993,未知,0.0,0.0,0.15993,0.84007
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3308.png,非浙江,1,非浙江,0.99975,浙江省,0.00024,未知,0.0,0.0,0.00024,0.99975
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\331.png,非浙江,1,非浙江,0.99989,浙江省,0.00011,未知,0.0,0.0,0.00011,0.99989
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3327.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3329.png,非浙江,1,浙江省,0.88461,非浙江,0.11534,未知,4e-05,4e-05,0.88461,0.11534
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\333.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3336.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3347.png,非浙江,1,非浙江,0.98211,浙江省,0.01789,未知,0.0,0.0,0.01789,0.98211
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3356.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3361.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3369.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\337.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3374.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3375.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3376.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3379.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3386.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3394.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3397.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3407.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3408.png,非浙江,1,非浙江,0.99997,浙江省,3e-05,未知,0.0,0.0,3e-05,0.99997
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\343.png,非浙江,1,非浙江,0.99974,浙江省,0.00026,未知,0.0,0.0,0.00026,0.99974
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3431.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3432.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3437.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\344.png,非浙江,1,非浙江,0.99993,浙江省,7e-05,未知,0.0,0.0,7e-05,0.99993
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3442.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3463.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3471.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3477.png,非浙江,1,非浙江,0.99939,浙江省,0.00061,未知,0.0,0.0,0.00061,0.99939
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3478.png,非浙江,1,非浙江,0.99996,浙江省,4e-05,未知,0.0,0.0,4e-05,0.99996
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3483.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3486.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\349.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3497.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\35.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3505.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3517.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3530.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3535.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3539.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3549.png,非浙江,1,非浙江,0.99997,浙江省,3e-05,未知,0.0,0.0,3e-05,0.99997
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3550.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3551.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3557.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3560.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3562.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3564.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3566.png,非浙江,1,非浙江,0.99999,未知,0.0,浙江省,0.0,0.0,0.0,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3568.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3569.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\357.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3579.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3581.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3582.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3598.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\360.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3601.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3602.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3605.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3607.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\361.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3614.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3615.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\362.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3620.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3621.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3623.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3625.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3628.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3629.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3632.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3639.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3649.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3654.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3659.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3671.png,非浙江,1,非浙江,0.99995,浙江省,5e-05,未知,0.0,0.0,5e-05,0.99995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3672.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3676.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3678.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3689.png,非浙江,1,非浙江,0.99993,浙江省,7e-05,未知,0.0,0.0,7e-05,0.99993
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3691.png,非浙江,1,非浙江,0.99979,浙江省,0.00021,未知,0.0,0.0,0.00021,0.99979
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3692.png,非浙江,1,非浙江,0.99972,浙江省,0.00028,未知,0.0,0.0,0.00028,0.99972
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3693.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3698.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3699.png,非浙江,1,非浙江,0.99973,浙江省,0.00027,未知,0.0,0.0,0.00027,0.99973
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3703.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3712.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3714.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3741.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3742.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3752.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\376.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3769.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3771.png,非浙江,1,非浙江,0.99995,浙江省,5e-05,未知,0.0,0.0,5e-05,0.99995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3777.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\378.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3786.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3797.png,非浙江,1,非浙江,0.99999,浙江省,1e-05,未知,0.0,0.0,1e-05,0.99999
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\38.png,非浙江,1,非浙江,0.99796,浙江省,0.00204,未知,0.0,0.0,0.00204,0.99796
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\380.png,非浙江,1,非浙江,0.99997,浙江省,3e-05,未知,0.0,0.0,3e-05,0.99997
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3802.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3803.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3804.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\381.png,非浙江,1,非浙江,0.99996,浙江省,4e-05,未知,0.0,0.0,4e-05,0.99996
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3813.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3815.png,非浙江,1,非浙江,0.99995,浙江省,5e-05,未知,0.0,0.0,5e-05,0.99995
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3816.png,非浙江,1,非浙江,0.99997,浙江省,3e-05,未知,0.0,0.0,3e-05,0.99997
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3817.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3826.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3828.png,非浙江,1,非浙江,0.99998,浙江省,2e-05,未知,0.0,0.0,2e-05,0.99998
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3840.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3843.png,非浙江,1,非浙江,0.99975,浙江省,0.00025,未知,0.0,0.0,0.00025,0.99975
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3845.png,非浙江,1,非浙江,0.99979,浙江省,0.00021,未知,0.0,0.0,0.00021,0.99979
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3846.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\385.png,非浙江,1,非浙江,0.95866,浙江省,0.04123,未知,0.00011,0.00011,0.04123,0.95866
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3850.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3861.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\3862.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
D:\SanYeQing_Project\sanyeqing_hun_weizhi_finally\test_hun_finally\387.png,非浙江,1,非浙江,1.0,未知,0.0,浙江省,0.0,0.0,0.0,1.0
